Licensee Name,DBA,License Number,License Type,Street Address,City,State,Zip,Latitude,Longitude
"7-ELEVEN, INC.",7-ELEVEN STORE 41990H,04-01609,Fermented Malt Beverage and Wine (city,125 EAST 29TH STREET,Loveland,CO,80538,40.42195002,-105.076913007
BACK COUNTRY PIZZA AND TAP HOUSE LLC,BACK COUNTRY PIZZA AND TAP HOUSE,42-85819-0000,Hotel & Restaurant (city,2319 ARAPAHOE AVE,Boulder,CO,80302,40.01504701,-105.264128011
APRO LLC,ROCKET #6516,04-00380,Fermented Malt Beverage and Wine (city,2100 SOUTH MONACO PKWY,Denver,CO,80222,39.67813201,-104.912335009
ONF INC,ON AND OFF,03-14063,Hotel & Restaurant (city,2401 WEST 32ND AVENUE,Denver,CO,80211,39.76227399,-105.016115962
LOS CHAVALOS MEXICAN RESTAURANT,LOS CHAVALOS MEXICAN RESTAURANT,03-10623,Hotel & Restaurant (city,580 GRAND AVENUE,Del Norte,CO,81132,37.67919998,-106.355074032
UPOP HOLDINGS LLC,J.R.'S COUNTRY STORE #214,04-01812,Fermented Malt Beverage and Wine (city,615 EAGLERIDGE BOULEVARD,Pueblo,CO,81008,38.32106299,-104.617779006
,MIGUEL'S MEXICAN BAR & GRILL,03-13904,Takeout & Delivery Permit,110 EAST CHEYENNE MOUNTAIN BLVD,Colorado Springs,CO,80906,38.79064998,-104.824351009
"OCEAN'S 18, LLC",THE 415,03-10203,Hotel & Restaurant (city,415 SOUTH MASON STREET,Fort Collins,CO,80524,40.58229,-105.079206966
WP WINE IMPORTS INC,WP WINE IMPORTS INC,03-16705,Importer (vinous & spirituous,745 SKYWAY COURT,Napa,CA,94558,38.21750198,-122.266187026
32ND AVENUE GROUP INC,HIGHLAND TAP & BURGER,42-82108-0000,Hotel & Restaurant (city,2223 W 32ND AVE,Denver,CO,802113317,39.76227601,-105.013341971
SADDLE ROCK ENERGY INC & 7-ELEVEN INC,7-ELEVEN STORE 34504B,04-00639,Fermented Malt Beverage and Wine (city,7451 SOUTH GARTRELL ROAD,Aurora,CO,80016,39.58134735,-104.725732889
OGB PARTNERS LLC,MONTE DE ORO WINERY,25-47168-0000,Winery Direct Shipper's Permit,35820 RANCHO CALIFORNIA ROAD,Temecula,CA,92591,33.54534001,-117.046152976
MV NAIL SPA NORTHFIELD LLC,M VINCE NAIL SPA,03-19336,Lodging & Entertainment (City,8216 EAST NORTHFIELD BOULEVARD SUITE 1320,Denver,CO,80238,39.78339899,-104.892303015
3GV ENTERPRISES LLC,THE 303 SPORTS GRILL,03-10654,Hotel & Restaurant (county,8025 WEST BOWLES AVENUE,Littleton,CO,80128,39.61012699,-105.086555968
SOTHEBY'S INC,SOTHEBY'S GALLERY - ASPEN,03-17242,Retail Establishment Permit,534 EAST COOPER AVENUE UNIT 102,Aspen,CO,81611,39.18800508,-106.817843014
,MONARCH CASINO BLACK HAWK,14-32678-0000,Takeout & Delivery Permit,488 MAIN ST,Black Hawk,CO,804221986,39.79854299,-105.48285302
CURRY KITCHEN LLC,CURRY KITCHEN,03-16058,Hotel & Restaurant (city,13019 & 13021 WEST ALAMEDA PKWY,Lakewood,CO,80228,39.69911401,-105.145549981
FORTUNE VENTURES II LLC,ROXBOROUGH LIQUORS,03-14995,Delivery Permit,8357 NORTH RAMPART RANGE ROAD SUITE A-103,Littleton,CO,80125,39.48348402,-105.075427985
,TABLETOP TAP,03-08568,Takeout & Delivery Permit,3422 SOUTH BROADWAY,Englewood,CO,80113,39.65454001,-104.987324041
PARKER GYM CORP,THE GYM CO,03-12032,Hotel & Restaurant (city,18951 EAST MAIN STREET UNIT C,Parker,CO,80134,39.51902299,-104.76916699
STOLPMAN VINEYARDS LLC,STOLPMAN VINEYARDS,15-53291-0000,Winery Direct Shipper's Permit,1700 INDUSTRIAL WY STE B,Lompoc,CA,934364947,34.642364,-120.437275032
SOLAR ROAST COFFEE LLC,SOLAR ROAST COFFEE,03-15073,Hotel & Restaurant (city,214-226 NORTH MAIN STREET,Pueblo,CO,81003,38.26947699,-104.60836001
MONTGOMERY'S GENERAL MERCHANDISE CO,MONTGOMERY'S GENERAL MERCHANDISE,09-80561-0000,Fermented Malt Beverage and Wine (city,24 MAIN STREET,Yampa,CO,80483,40.15064902,-106.909038959
BENIHANA NATIONAL CORP,BENIHANA OF TOKYO,26-09826-0000,Hotel & Restaurant (city,3295 S TAMARAC DR,Denver,CO,802314360,39.65616099,-104.899482031
ALADDIN FOOD MANAGEMENT SERVICES,ALADDIN FOOD MANAGEMENT SERVICES,03-14382,Related Facility Permit (State,2200 BONFORTE BOULEVARD,Pueblo,CO,81001,38.30919698,-104.577673024
CVS PHARMACY INC,CVS / PHARMACY #10785,04-00648,Fermented Malt Beverage and Wine (city,16920 LINCOLN AVENUE,Parker,CO,80134,39.53340801,-104.792833964
BAKERY FOUR LLC,BAKERY FOUR,03-18307,Beer & Wine (city,4150 TENNYSON STREET,Denver,CO,80212,39.773506,-105.043764005
ABEJA LLC,ABEJA,07-91267-0000,Winery Direct Shipper's Permit,2014 MILL CREEK RD,Walla Walla,WA,99362,46.08744501,-118.225550036
BLIND TIGER BRANDS LLC,BLIND TIGER BRANDS,03-13909,Wholesale Beer (malt liquor,7059 SOUTH KENTON STREET UNIT 44,Centennial,CO,80112,39.58922654,-104.862557903
KEYSTONE FOOD & BEVERAGE CO,KEYSTONE RANCH,05-13221-0008,Hotel & Restaurant / Optional (county,1239 KEYSTONE RANCH RD,Keystone,CO,804358801,39.59861657,-105.985840762
ZAIGER & WELCH HOLDINGS LLC,FUZZY'S TACO SHOP ARVADA,03-00389,Hotel & Restaurant (city,5760 OLDE WADSWORTH BLVD Unit B-C,Arvada,CO,80002,39.80141602,-105.081026007
"96TH STREET, LLC & 7-ELEVEN, INC",7-ELEVEN STORE 41348A,04-01731,Fermented Malt Beverage and Wine (city,1360 SOUTH 96TH STREET,Louisville,CO,80027,39.96215301,-105.127497038
TRURO VINEYARDS OF CAPE COD LLC,TRURO VINEYARDS OF CAPE COD LLC,15-64201-0000,Winery Direct Shipper's Permit,11 SHORE RD,North Truro,MA,2652,42.02949932,-70.078617681
LESLIE JORGENSEN FINE ART LLC,LESLIE JORGENSEN FINE ART,03-19260,Retail Establishment Permit,121 NORTH F STREET,Salida,CO,81201,38.53648201,-105.991275965
PEOPLE PARTY LLC,MISTER OSO,03-00042,Hotel & Restaurant (city,3163 LARIMER ST,Denver,CO,80205,39.76421298,-104.97844903
"HERON HILL VINEYARDS, INC.",HERON HILL WINERY,03-07042,Winery Direct Shipper's Permit,9301 COUNTY ROUTE 76,Hammondsport,NY,14840,42.44981734,-77.201460608
UNO MAS 3 LLC,UNO MAS TAQUERIA,03-12275,Hotel & Restaurant (city,120 WEST OLIVE STREET SUITE 102,Fort Collins,CO,80521,40.584606,-105.078137016
IH WL ACQUISITION MANAGER LLC,COURTYARD DENVER WEST GOLDEN,03-12367,Hotel & Restaurant (city,14700 WEST 6TH AVENUE FRONTAGE ROAD,Golden,CO,80401,39.72403001,-105.16345599
VY LLC,VY VIETNAMESE CUISINE & BAGUETTES,03-10552,Hotel & Restaurant (city,9964 SOUTH TWENTY MILE ROAD,Parker,CO,80134,39.53578517,-104.774493003
PICAYUNE CELLARS LLC,PICAYUNE CELLARS,03-19688,Winery Direct Shipper's Permit,2747 NAPA VALLEY CORPORATE DIRVE,Napa,CA,94558,38.24867201,-122.276049006
W.E.SUSHI L.L.C,YONSEI,03-18950,Hotel & Restaurant (city,3925-A EAST 120TH AVENUE,Thornton,CO,80233,39.91566198,-104.941357013
BONFIGLIO DRUG INC,BONFIGLIO DRUG,09-76124-0000,Liquor Licensed Drug Store (city,118 W MAIN STREET,Oak Creek,CO,80467,40.27626701,-106.959631958
NEW VAVIN INC,EHLERS ESTATE,06-29534-0001,Winery Direct Shipper's Permit,3222 EHLERS LN,Saint Helena,CA,945749657,38.53203,-122.498365996
MICI COLORADO BLVD LLC,MICI HANDCRAFTED ITALIAN,03-06027,Hotel & Restaurant (city,727 COLORADO BOULEVARD SUITE A,Denver,CO,80206,39.728041,-104.941194991
BLACK AND BLUES MUSIC AND BREWS LLC,BLACK AND BLUES MUSIC AND BREWS,03-12183,Tavern (city,423 NORTH CLEVELAND AVE,Loveland,CO,80537,40.3960381,-105.074614153
WALMART INC.,WALMART MARKET #3740,04-00419,Fermented Malt Beverage and Wine(county,21475 EAST QUINCY AVENUE,Aurora,CO,80015,39.64013001,-104.737687998
FIREFLY WOODFIRED CUISINE LLC,FIREFLY PIZZERIA,03-17708,Takeout & Delivery Permit,828 GRAND AVENUE #3,Grand Lake,CO,80447,40.25169902,-105.82168299
KARP HOLDINGS LLC,THE WATERLOO,03-07635,Takeout & Delivery Permit,817 MAIN STREET,Louisville,CO,80027,39.97817602,-105.132463987
THE CLUB TAP LLC,THE CLUB TAP LLC,12-67788-0000,Sidewalk Service Area,212 MAIN STREET,Fort Morgan,CO,807012112,40.24911199,-103.801126994
ORCA PROPERTIES LLC,BRANDBORG VINEYARD & WINERY,28-54121-0000,Winery Direct Shipper's Permit,345 1ST STREET,Elkton,OR,97436,43.63633998,-123.565858027
SWEET GRACE DISTILLING CO LLC,FEDERAL DISTILLING,03-19513,Importer (vinous & spirituous,1700 NORTH HANCOCK STREET,Philadelphia,PA,19122,39.97611509,-75.13711295
MODMARKET LLC,MODERN MARKET,42-70212-0001,Beer & Wine (city,8575 EAST ARAPAHOE ROAD SUITE F,Greenwood Village,CO,801121435,39.59648502,-104.892511975
THE MANSION LLC,KINGAS,03-16645,Hotel & Restaurant (city,1509 NORTH MARION,Denver,CO,80218,39.7403,-104.972408025
MURPHY OIL USA INC,MURPHY EXPRESS #8897,04-01393,Fermented Malt Beverage and Wine (city,18261 GREEN VALLEY RANCH BLVD,Denver,CO,80249,39.784178,-104.775609991
3 MARGARITAS XX INC,3 MARGARITAS XX,42-13454-0000,Hotel & Restaurant (city,2297 GREELEY MALL,Greeley,CO,80631,40.39123902,-104.715281997
DILLON COMPANIES LLC,KING SOOPERS INC NO1,01-10779-0082,Fermented Malt Beverage and Wine (city,1331 SPEER BOULEVARD,Denver,CO,80204,39.737604,-104.99794299
PARRY'S PIZZA XV LLC,PARRY'S PIZZERIA & TAPHOUSE,03-13892,Hotel & Restaurant (city,3840 RIVER POINT PKWY,Sheridan,CO,80110,39.64719549,-105.005269528
CENTRAL DIST CO,CENTRAL DIST CO,04-34880-0002,Wholesale Beer (malt liquor,3244 F 1/2 ROAD,Clifton,CO,81520,39.09836499,-108.45047397
CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL,24-71530-0047,Hotel & Restaurant (city,333 WEST HAMPDEN AVENUE #110,Englewood,CO,801102330,39.653575,-104.99242401
GREELEY AUSTINS LLC,AUSTIN'S AMERICAN GRILL,03-17008,Hotel & Restaurant (city,1100 8TH SUITE 100,Greeley,CO,80631,40.42083799,-104.690249024
NORTH PARK SUPERS LLC,NORTH PARK SUPERS,04-00537,Fermented Malt Beverage and Wine(county,33482 NORTH HIGHWAY 125,Walden,CO,80480,40.74895098,-106.281209014
ELEVATED Q LLC,ELEVATED Q,03-15405,Hotel & Restaurant (city,14613 ORCHARD PARKWAY SUITE 100,Westminster,CO,80023,39.96148501,-104.993951025
CALIFORNIA ANTINORI,ANTINORI CALIFORNIA,12-85430-0000,Winery Direct Shipper's Permit,3700 SODA CANYON RD,Napa,CA,945589447,38.42844598,-122.277705019
CALIMA LLC,MOUNTAIN RENTALS,03-19533,Beer & Wine (city,401 E EISENHOWER BLVD,Loveland,CO,80537,40.40755598,-105.07140903
VISTANA COLORADO MANAGEMENT INC,SHERATON STEAMBOAT RESORT VILLAS,03-09014,Takeout & Delivery Permit,2200 VILLAGE INN COURT,Steamboat Springs,CO,80488,40.45834001,-106.804913006
"4 NOSES BREWING COMPANY, LLC",4 NOSES BREWING COMPANY,03-02015,Wholesale Beer (malt liquor,"8855 W 116TH CIR, STE 4",Broomfield,CO,80021,39.90658099,-105.098428011
EVERYWINE LLC,EVERYWINE LLC,03-19786,Winery Direct Shipper's Permit,1111 HEIGHTS BOULEVARD OFFICE 2,Houston,TX,77008,29.79121801,-95.39822296
SMASHBURGER ACQUISITION-DENVER LLC,SMASHBURGER #1524,03-07004,Beer & Wine (city,"23890 EAST SMOKY HILL ROAD, SUITE 40",Aurora,CO,80016,39.59889356,-104.709851949
DILLON COMPANIES LLC,KING SOOPERS 74,01-10779-0117,Fermented Malt Beverage and Wine (city,1275 EAGLE DR,Loveland,CO,80537,40.380055,-105.09948103
ILLEGAL PETE'S INCORPORATED,ILLEGAL PETE'S,03-08392,Hotel & Restaurant (city,1851 WEST 38TH AVENUE,Denver,CO,80211,39.76954701,-105.00925001
ONEHOPE INC,ONEHOPE,03-17798,Winery Direct Shipper's Permit,8301 SAINT HELENA HWY,Napa,CA,94558,38.445792,-122.415485989
LAUTENBACH'S ORCHARD COUNTRY,LAUTENBACH'S ORCHARD COUNTRY,03-08554,Winery Direct Shipper's Permit,9197 STATE HIGHWAY 42,Fish Creek,WI,54212,45.11706,-87.245968006
MINI MART INC,LOAF 'N' JUG #14,03-27943-0131,Fermented Malt Beverage and Wine (city,1201 PUEBLO BOULEVARD,Pueblo,CO,810051507,38.24555566,-104.662346531
"7E CO 11, LLC & 7-ELEVEN, INC",7-ELEVEN STORE 34705C,04-01269,Fermented Malt Beverage and Wine (city,2100 SOUTH HOLLY STREET,Denver,CO,80222,39.67815598,-104.921816031
THE OLD MINE BREWING COMPANY,OLD MINE BREWING COMPANY THE,03-01881,Takeout & Delivery Permit,500 BRIGGS STREET,Erie,CO,80516,40.04910901,-105.047725963
LIQUID IMPORTS LLC,LIQUID IMPORTS LLC,03-13493,Importer (vinous & spirituous,4200 RONALD REAGAN BOULEVARD,Johnstown,CO,80534,40.402339,-104.967894035
"BCHG, LLC",FOX RUN CAFE,03-11702,Tavern (city,3550 EAST COLFAX AVENUE,Denver,CO,80206,39.73982499,-104.945457021
SUSTAINABLE BEVERAGE TECHNOLOGIES INC,PAT'S BACKCOUNTRY BEVERAGES,03-09934,Manufacturer (brewery,16050 TABLE MOUNTAIN PKWY SUITE 100,Golden,CO,80403,39.783372,-105.180155004
SKS LLC,DAE BAK GOAL RESTAURANT,03-08696,Hotel & Restaurant (city,2648 SOUTH PARKER ROAD  UNIT 11,Aurora,CO,80014,39.6683694,-104.8615421
RICK THOMAS DISTILLERY LLC,RICK THOMAS DISTILLERY,03-19555,Manufacturer (distillery & rectifier,830 MINERS ROAD,Black Hawk,CO,80422,39.79631824,-105.486518703
BLAIR VINEYARDS LLC,BLAIR ESTATE,03-05315,Importer (vinous & spirituous,38582 HIGHWAY 101 SOUTH,Soledad,CA,93960,36.36038999,-121.279493021
AUSTRAND ENTERPRISES LLC,PUG RYAN'S TIKI BAR,03-16935,Hotel & Restaurant (city,100 MARINA DRIVE,Dillon,CO,80435,39.62602499,-106.045089746
ROCK BOTTOM GROUP LLC,ROCK BOTTOM RESTAURANT & BREWERY  #1089,03-13586,Brew Pub (city,3316 CINEMA POINT,Colorado Springs,CO,80922,38.881176,-104.718193032
CORTEZ CENTER INC THE,CORTEZ CULTURAL CENTER,13-27376-0004,Arts License (city,25 NORTH MARKET,Cortez,CO,81321,37.34924301,-108.585559991
VY LLC,VY VIETNAMESE CUISINE & BAGUETTES,03-10552,Takeout & Delivery Permit,9964 SOUTH TWENTY MILE ROAD,Parker,CO,80134,39.53578517,-104.774493003
Host TGI DEN GD FB LLC,GREAT DIVIDE BREWHOUSE & KITCHEN,03-10729,Hotel & Restaurant (city,9100 PENA BOULEVARD CONCOURSE C - SUITE CC-25,Denver,CO,80249,39.86301999,-104.673664004
,NORDYS BAR-B-QUE &GRILL,28-56934-0000,Takeout & Delivery Permit,4360 ST CLOUD DR,Loveland,CO,80538,40.43670598,-104.983014988
DILLON COMPANIES LLC,CITY MARKET #22,01-10779-0138,Fermented Malt Beverage and Wine (city,131 MARKET STREET,Alamosa,CO,811012238,37.47474801,-105.892542007
KS&S INC,DULCE VIDA,21-51530-0000,Tavern (city,1201 CHEROKEE STREET,Denver,CO,802043634,39.73543401,-104.991923023
Sushi-Rama,SUSHI-RAMA,03-04912,Takeout & Delivery Permit,2615 LARIMER ST,Denver,CO,80205,39.759004,-104.985298973
"DAHLIA BREWING COLLECTIVE, LLC",4 NOSES BREWING COMPANY,03-17347,Manufacturer (brewery,4040 DAHLIA STREET,Denver,CO,80216,39.77394802,-104.931169983
"JM HOSPITALITY, LLC",CASTAWAY COVE,03-12494,Takeout & Delivery Permit,100 SOUTH PARK AVENUE #C102,Breckenridge,CO,80424,39.48158501,-106.047718025
KRESS ENTERPRISES LLC,KRESS CINEMA AND LOUNGE THE,15-66618-0000,Takeout & Delivery Permit,817 8TH AVENUE,Greeley,CO,80631,40.424219,-104.691185031
CS BROOMFIELD LLC,CHOP SHOP CASUAL URBAN EATERY,03-20224,Hotel & Restaurant (city,799 US HIGHWAY 287 UNIT C,Broomfield,CO,80020,39.92661298,-105.091337005
BIRDSEY ENTERPRISES LLC,TAYLOR PARK MARINA,03-11784,Retail Liquor Store (county,21700 CR 742,Almont,CO,81210,38.89480328,-106.570214898
"THE LAST RESORT ON THE RIVER - RVS, CAMPS & CABINS, INC",THE LAST RESORT ON THE RIVER,03-19510,Hotel & Restaurant / Optional (county,256 COUNTY ROAD 339,Pagosa Springs,CO,81147,37.148006,-106.936558004
BRINKER RESTAURANT CORPORATION,CHILI'S GRILL & BAR,10-82383-0039,Hotel & Restaurant (city,1425 ROCKY MT AVE,Loveland,CO,805388861,40.40797998,-105.00301203
FAIT MAIN LLC,FAIT MAIN,03-08607,Importer (vinous & spirituous,3730 SILVERADO TRAIL,Saint Helena,CA,94574,38.55618401,-122.499968029
MULLIGAN CHARLES G MULLIGAN KIMBERLEY O,HARMONY CELLARS,26-48477-0000,Winery Direct Shipper's Permit,3255 HARMONY VALLEY RD,Harmony,CA,93435,35.508988,-121.01979903
BENDERZ BURGERS LLC,BENDERZ BURGERS,03-17610,Hotel & Restaurant (county,105 EDWARDS VILLAGE BOULEVARD UNIT B-103,Edwards,CO,81632,39.644364,-106.596673004
SAND DUNES RECREATION LLC,SAND DUNES RECREATION,03-10012,Beer & Wine (county,1991 COUNTY ROAD 63,Hooper,CO,81136,37.77900327,-105.85528135
2x308 LLC,SWAY & HAI SI,03-19461,Hotel & Restaurant (city,308 EAST HOPKINS,Aspen,CO,81611,39.19017088,-106.820180643
PATTI-SOX LLC,EAGLES NEST AT NOCO ICE CENTER THE,03-00207,Tavern (city,7900 FAIRGROUNDS AVE,Windsor,CO,80528,40.47488489,-104.982029643
WILD PLUM FARMS INC,WINTER'S HILL ESTATE,03-07787,Winery Direct Shipper's Permit,6451 HILLTOP LANE,Dayton,OR,97114,45.26495644,-123.065551931
BRINKER RESTAURANT CORPORATION,CHILI'S GRILL & BAR,10-82383-0057,Hotel & Restaurant (city,6379 SOUTH SOUTHLANDS PKWY,Aurora,CO,80016,39.60099595,-104.711378377
ALAMO WESTMINSTER BUYER LLC,ALAMO DRAFTHOUSE CINEMA,03-15052,Hotel & Restaurant (city,8905 WESTMINSTER BOULEVARD,Westminster,CO,80031,39.858572,-105.062141998
MARGARITAS ENTERPRISES INC,3 MARGARITAS,03-03421,Hotel & Restaurant (city,4010 S COLLEGE AVENUE,Fort Collins,CO,80525,40.531741,-105.076136005
SOUTHWESTERN BEVERAGE COMPANY,SOUTHWESTERN BEVERAGE COMPANY,13-04499-0003,Wholesale (vinous & spirituous,124 TURNER DRIVE,Durango,CO,813017975,37.23797501,-107.875064028
2330 11TH LLC,JUNKYARD,03-16563,Tavern (city,2323 WEST MULBERRY STREET,Denver,CO,80204,39.73224499,-105.014294994
MA REILLYS LLC,SCRUFFY MURPHYS,41-65764-0000,Tavern (city,2030 LARIMER ST,Denver,CO,802052015,39.753215,-104.991839959
FOREQUATERS LLC,FOREQUARTERS LLC,03-19144,Hotel & Restaurant (city,1100 WEST MAIN STREET SUITE 3,Sterling,CO,80751,40.62578101,-103.226403027
DILLON COMPANIES LLC,CITY MARKET #45,01-10779-0154,Fermented Malt Beverage and Wine (city,165 COUNTRY CENTER DR,Pagosa Springs,CO,81147,37.25711399,-107.076266979
CITY STAR BREWING,CITY STAR BREWING,42-99457-0000,Manufacturer (brewery,321 MOUNTAIN AVE UNIT A,Berthoud,CO,80513,40.30488702,-105.078965987
THINK GLOBAL LLC,THINK GLOBAL WINES,03-05466,Importer (vinous & spirituous,827 STATE STREET  SUITE #28,Santa Barbara,CA,93101,34.42006201,-119.700664999
PARK STREET IMPORTS LLC,PARK STREET IMPORTS LLC,12-89646-0000,Importer (vinous & spirituous,1000 BRICKELL AVE STE 215,Miami,FL,331313013,25.76398,-80.191791989
MGT RESTAURANT CONCEPTS INC,NONAME GRILL THE,12-42226-0000,Hotel & Restaurant (city,8601 W CROSS DR SUITE A3,Denver,CO,801230702,39.615069,-105.092407039
"DAHLIA BREWING COLLECTIVE, LLC",4 NOSES BREWING COMPANY,03-17348,Wholesale Beer (malt liquor,4040 DAHLIA STREET,Denver,CO,80216,39.77394802,-104.931169983
VAIL BREWING COMPANY LLC,VAIL BREWING COMPANY,03-06477,Manufacturer (brewery,141 EAST MEADOW DRIVE SUITE 209,Vail,CO,81657,39.642587,-106.375622017
SKYHIGHCOLORADO LLC,NUGGET CAFE,03-13185,Hotel & Restaurant (county,23050 COUNTY ROAD 742,Almont,CO,81210,38.91429992,-106.589952663
BRINKER RESTAURANT CORPORATION,CHILI'S HAMBURGER GRILL & BAR,10-82383-0018,Hotel & Restaurant (city,3524 S COLLEGE AVE,Fort Collins,CO,805252609,40.538434,-105.076561973
SAFEWAY STORES 45 INC,SAFEWAY STORES 1577,21-70663-0078,Fermented Malt Beverage and Wine (city,6520 S ACADEMY BLVD,Colorado Springs,CO,80906,38.76740998,-104.814980964
"BREAKERS TCL, LLC",THE LOCAL,03-07753,Tavern (city,9099 EAST MISSISSIPPI AVENUE,Denver,CO,80231,39.69902499,-104.883025002
Fuzzy's Taco Shop,FUZZY'S TACO SHOP,03-12133,Takeout & Delivery Permit,12231 PINE BLUFFS WAY SUITE 101,Parker,CO,80134,39.49415699,-104.759186993
KAFFE COLORADO LLC,KAFFE LANDSKAP,03-11862,Hotel & Restaurant (city,1750 WEWATTA STREET UNIT 170,Denver,CO,80202,39.754438,-105.000514977
"FM WOK, LLC",CITY WOK,03-00952,Hotel & Restaurant (city,"DIA CONCOURSE B, MEZZANINE LEVEL #BM-4B, 8900 PENA BLVD",Denver,CO,80249,39.85873101,-104.672975011
BOARD OF GOVERNORS CSU SYSTEM,LORY STUDENT CENTER-COLORADO STATE UNIVERSITY; RAMSKELLER BREWERY,03-08324,Brew Pub (city,1101 CENTER AVENUE MALL,Fort Collins,CO,80523,40.56870326,-105.083796165
FAT TROUT HOLDINGS LLC,WILLOW CREEK RESTAURANT AT EVERGREEN LAKE,03-01819,Takeout & Delivery Permit,29029 UPPER BEAR CREEK RD SUITE 105,Evergreen,CO,80439,39.63398302,-105.329667034
WESTPORT WINERY,WESTPORT WINERY,03-17563,Winery Direct Shipper's Permit,1 South Arbor Road,Aberdeen,WA,98520,46.91529599,-123.973653039
FOXEN VINEYARD INC,FOXEN VINEYARD,25-53878-0000,Winery Direct Shipper's Permit,7200 FOXEN CANYON ROAD,Santa Maria,CA,934549581,34.82982558,-120.235008163
GO BLUE PAN LLC,BLUE PAN PIZZA,03-16451,Hotel & Restaurant (city,3934 WEST 32ND AVENUE,Denver,CO,80212,39.761973,-105.038984979
"EB & HEAVEN, INC. & 7-ELEVEN, INC.",7-ELEVEN STORE 42055A,04-01742,Fermented Malt Beverage and Wine (city,22998 EAST SMOKY HILL ROAD,Aurora,CO,80016,39.60118517,-104.720396383
SWEET BASIL INC,SWEET BASIL & MOUNTAIN STANDARD,04-65116-0000,Hotel & Restaurant (city,193 E GORE CREEK DR,Vail,CO,816574549,39.640912,-106.37472004
PEI WEI ASIAN DINER LLC,PEI WEI ASIAN DINER,41-07583-0001,Hotel & Restaurant (county,9352 S COLORADO BLVD #G1,Highlands Ranch,CO,801265256,39.54525101,-104.943694978
ONCE UPON LLC,ONCE UPON A SANDWICH,03-03364,Hotel & Restaurant (city,7 W MAIN ST,Cortez,CO,81321,37.34857607,-108.585434393
KAUR KULWANT,NORTH VALLEY LIQUORS,25-31862-0000,Retail Liquor Store (county,750 E 83RD AVE UNIT D,Thornton,CO,80229,39.845779,-104.977239019
HANSEN & DALE PROPERTIES INC,INN ON FALL RIVER,03-11606,Lodging & Entertainment (City,1660 FALL RIVER ROAD,Estes Park,CO,80517,40.38110601,-105.553587985
MANOR HOUSE INC THE,THE MANOR HOUSE,03-00120,Hotel & Restaurant (county,1 MANOR HOUSE ROAD,Littleton,CO,80127,39.58987099,-105.168564005
TOWN OF LIMON,TAMARACK GOLF COURSE,03-20825,Hotel & Restaurant / Optional (city,50771 STATE ROAD 71,Limon,CO,80828,39.2405683,-103.695746125
PROVISIONS LLC,PROVISIONS,03-05532,Sidewalk Service Area,616 CLINTON ST,Ridgway,CO,81432,38.152208,-107.758080991
"WESTERN REFINING RETAIL, LLC",SPEEDWAY # 9494,04-00338,Fermented Malt Beverage and Wine (city,2537 EAGLE DRIVE,Pagosa Springs,CO,81147,37.26860998,-107.052558012
SODEXO AMERICA LLC,BEN PARKER STUDENT CENTER,26-35517-0263,Campus Liquor Complex (City,1600 MAPLE ST,Golden,CO,804016114,39.749101,-105.222755021
LIT'L BIT BAR & GRILL LLC,LIT'L BIT BAR & GRILL,03-01855,Hotel & Restaurant (city,"3620 35TH AVE, UNIT 8",Evans,CO,80620,40.37869298,-104.733507021
ANHEUSER-BUSCH LLC,ANHEUSER-BUSCH,03-17435,Wholesale (vinous & spirituous,19755 EAST 35TH DRIVE,Aurora,CO,80011,39.76498256,-104.755563747
SUNBUD INC,NORTHPARK LIQUORS,03-18847,Retail Liquor Store (city,10355 FEDERAL BOULEVARD #A,Westminster,CO,80260,39.88389398,-105.027486014
Z GOLF FOOD BEVERAGE SERVICES LLC,WEDGEWOOD AT KEN CARYL,03-07132,Lodging & Entertainment (County,11851 SHAFFER DRIVE,Littleton,CO,80127,39.57080501,-105.13093496
ANCIENT VINES LLC,STORAGE UNIT SELECTIONS,03-14366,Importer (vinous & spirituous,1807 EAST 37TH AVE,Denver,CO,80205,39.76830498,-104.965611978
AM PM GAS & CONVENIENCE,AM PM GAS & CONVENIENCE,04-01876,Fermented Malt Beverage and Wine (city,2105 N FEDERAL BLVD,Denver,CO,80211,39.74915099,-105.025589021
"MOSIER, LLC",HIYU,03-07252,Winery Direct Shipper's Permit,3890 ACREE DRIVE,Hood River,OR,97031,45.657519,-121.550149034
FOOTHILLS PARK AND RECREATION DISTRICT,EDGE ICE ARENA THE,11-13250-0019,Hotel & Restaurant (county,6623 SOUTH WARD STREET,Littleton,CO,801274856,39.59601002,-105.133512982
TPLS LLC,A BAR ABOVE,03-17803,Hotel & Restaurant (city,620 GOTHIC ROAD SUITE C120/C130,Crested Butte,CO,81225,38.90045199,-106.967326965
